STATE/UT,Year,CRIME,Boys 7-12 Years,Girls 7-12 Years,Boys 12-16 Years,Girls 12-16 Years,Boys 16-18 Years,Girls 16-18 Years,Total for boys all Age Groups,Total for girls all Age Groups,Grand total
Delhi UT,2009,Total IPC Crimes,26,2,179,3,371,3,576,8,584
Delhi UT,2010,Murder,0,0,21,0,34,0,55,0,55
Delhi UT,2010,Attempt to Commit Murder,0,0,7,0,19,0,26,0,26
Delhi UT,2010,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Delhi UT,2010,Rape,0,0,18,0,22,0,40,0,40
Delhi UT,2010,Custodial Rape,0,0,0,0,0,0,0,0,0
Delhi UT,2010,Other Rape,0,0,18,0,22,0,40,0,40
Delhi UT,2010,Kidnapping & Abduction,0,0,2,0,9,0,11,0,11
Delhi UT,2010,K & A of Women and Girls,0,0,2,0,4,0,6,0,6
Delhi UT,2010,K & A of others,0,0,0,0,5,0,5,0,5
Delhi UT,2010,Dacoity,0,0,0,0,0,0,0,0,0
Delhi UT,2010,Preparation & Assembly for Dacoity,0,0,0,0,1,0,1,0,1
Delhi UT,2010,Robbery,2,0,51,0,40,0,93,0,93
Delhi UT,2010,Burglary,3,0,22,0,20,0,45,0,45
Delhi UT,2010,Theft,4,0,72,2,61,0,137,2,139
Delhi UT,2010,Auto Theft,1,0,15,0,23,0,39,0,39
Delhi UT,2010,Other Theft,3,0,57,2,38,0,98,2,100
Delhi UT,2010,Riots,0,0,1,0,6,0,7,0,7
Delhi UT,2010,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Delhi UT,2010,Cheating,0,0,0,0,2,0,2,0,2
Delhi UT,2010,Counterfeiting,0,0,0,0,0,0,0,0,0
Delhi UT,2010,Arson,0,0,0,0,0,0,0,0,0
Delhi UT,2010,Hurt/Grevious Hurt,3,0,18,0,35,0,56,0,56
Delhi UT,2010,Dowry Deaths,0,0,0,0,0,0,0,0,0
Delhi UT,2010,Assault on Women wih intent to outrage h,0,0,7,0,1,0,8,0,8
Delhi UT,2010,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Delhi UT,2010,Cruelty by Husband or Relatives,0,0,0,1,0,0,0,1,1
Delhi UT,2010,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Delhi UT,2010,Causing death by negligence,0,0,0,0,0,0,0,0,0
Delhi UT,2010,Other IPC Crimes,8,0,56,0,74,1,138,1,139
Delhi UT,2010,Total IPC Crimes,20,0,275,3,324,1,619,4,623
Delhi UT,2011,Murder,0,0,27,0,39,0,66,0,66
Delhi UT,2011,Attempt to Commit Murder,0,0,21,0,11,0,32,0,32
Delhi UT,2011,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Delhi UT,2011,Rape,0,0,19,0,36,1,55,1,56
Delhi UT,2011,Custodial Rape,0,0,0,0,0,0,0,0,0
Delhi UT,2011,Other Rape,0,0,19,0,36,1,55,1,56
Delhi UT,2011,Kidnapping & Abduction,0,0,8,0,21,1,29,1,30
Delhi UT,2011,K & A of Women and Girls,0,0,5,0,20,0,25,0,25
Delhi UT,2011,K & A of others,0,0,3,0,1,1,4,1,5
Delhi UT,2011,Dacoity,0,0,0,0,1,0,1,0,1
Delhi UT,2011,Preparation & Assembly for Dacoity,0,0,2,0,0,0,2,0,2
Delhi UT,2011,Robbery,0,0,27,0,61,0,88,0,88
Delhi UT,2011,Burglary,6,0,16,0,16,0,38,0,38
Delhi UT,2011,Theft,3,0,113,3,198,1,314,4,318
Delhi UT,2011,Auto Theft,1,0,41,0,88,0,130,0,130
Delhi UT,2011,Other Theft,2,0,72,3,110,1,184,4,188
Delhi UT,2011,Riots,0,0,0,0,0,0,0,0,0
Delhi UT,2011,Criminal Breach of Trust,0,0,2,0,0,0,2,0,2
Delhi UT,2011,Cheating,0,0,3,0,25,0,28,0,28
Delhi UT,2011,Counterfeiting,0,0,0,0,0,0,0,0,0
Delhi UT,2011,Arson,0,0,0,0,0,0,0,0,0
Delhi UT,2011,Hurt/Grevious Hurt,1,0,24,0,57,0,82,0,82
Delhi UT,2011,Dowry Deaths,0,0,0,0,0,0,0,0,0
Delhi UT,2011,Assault on Women wih intent to outrage h,0,0,2,0,8,0,10,0,10
Delhi UT,2011,Insult to Modesty of Women,0,0,0,0,3,0,3,0,3
Delhi UT,2011,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Delhi UT,2011,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Delhi UT,2011,Causing death by negligence,0,0,0,0,0,0,0,0,0
Delhi UT,2011,Other IPC Crimes,6,0,78,0,91,3,175,3,178
Delhi UT,2011,Total IPC Crimes,16,0,342,3,567,6,925,9,934
Delhi UT,2012,Murder,1,0,28,1,68,2,97,3,100
Delhi UT,2012,Attempt to Commit Murder,0,0,31,0,43,0,74,0,74
Delhi UT,2012,C H Not amounting to Murder,0,0,4,0,1,1,5,1,6
Delhi UT,2012,Rape,0,0,29,1,33,0,62,1,63
Delhi UT,2012,Custodial Rape,0,0,0,0,0,0,0,0,0
Delhi UT,2012,Other Rape,0,0,29,1,33,0,62,1,63
Delhi UT,2012,Kidnapping & Abduction,0,0,4,0,13,1,17,1,18
Delhi UT,2012,K & A of Women and Girls,0,0,1,0,8,1,9,1,10
Delhi UT,2012,K & A of others,0,0,3,0,5,0,8,0,8
Delhi UT,2012,Dacoity,0,0,4,0,8,1,12,1,13
Delhi UT,2012,Preparation & Assembly for Dacoity,0,0,0,0,1,0,1,0,1
Delhi UT,2012,Robbery,0,0,36,0,73,0,109,0,109
Delhi UT,2012,Burglary,9,0,101,1,82,1,192,2,194
Delhi UT,2012,Theft,21,1,191,8,224,4,436,13,449
Delhi UT,2012,Auto Theft,0,0,62,0,94,0,156,0,156
Delhi UT,2012,Other Theft,21,1,129,8,130,4,280,13,293
Delhi UT,2012,Riots,0,0,0,0,2,0,2,0,2
Delhi UT,2012,Criminal Breach of Trust,0,0,2,0,0,0,2,0,2
Delhi UT,2012,Cheating,1,0,0,0,18,2,19,2,21
Delhi UT,2012,Counterfeiting,0,0,0,0,0,0,0,0,0
Delhi UT,2012,Arson,0,0,2,0,0,0,2,0,2
Delhi UT,2012,Hurt/Grevious Hurt,2,0,35,0,73,3,110,3,113
Delhi UT,2012,Dowry Deaths,0,0,1,0,2,0,3,0,3
Delhi UT,2012,Assault on Women wih intent to outrage h,0,0,9,0,7,0,16,0,16
Delhi UT,2012,Insult to Modesty of Women,0,0,3,0,9,0,12,0,12
Delhi UT,2012,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Delhi UT,2012,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Delhi UT,2012,Causing death by negligence,0,0,1,0,2,0,3,0,3
Delhi UT,2012,Other IPC Crimes,2,0,136,1,201,0,339,1,340
Delhi UT,2012,Total IPC Crimes,36,1,617,12,860,15,1513,28,1541
Goa,2001,Murder,0,0,0,0,0,0,0,0,0
Goa,2001,Attempt to Commit Murder,0,0,0,0,7,0,7,0,7
Goa,2001,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Goa,2001,Rape,0,0,0,0,0,0,0,0,0
Goa,2001,Custodial Rape,0,0,0,0,0,0,0,0,0
Goa,2001,Other Rape,0,0,0,0,0,0,0,0,0
Goa,2001,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
Goa,2001,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
Goa,2001,K & A of others,0,0,0,0,0,0,0,0,0
Goa,2001,Dacoity,0,0,0,0,2,0,2,0,2
Goa,2001,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Goa,2001,Robbery,0,0,0,0,1,0,1,0,1
Goa,2001,Burglary,0,0,9,0,5,0,14,0,14
Goa,2001,Theft,1,0,11,0,9,0,21,0,21
Goa,2001,Auto Theft,0,0,1,0,4,0,5,0,5
Goa,2001,Other Theft,1,0,10,0,5,0,16,0,16
Goa,2001,Riots,0,0,2,0,5,0,7,0,7
Goa,2001,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Goa,2001,Cheating,0,0,0,0,0,0,0,0,0
Goa,2001,Counterfeiting,0,0,0,0,0,0,0,0,0
Goa,2001,Arson,0,0,1,0,1,0,2,0,2
Goa,2001,Hurt/Grevious Hurt,0,0,2,0,0,0,2,0,2
Goa,2001,Dowry Deaths,0,0,0,0,0,0,0,0,0
Goa,2001,Assault on Women wih intent to outrage h,0,0,1,0,1,0,2,0,2
Goa,2001,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Goa,2001,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Goa,2001,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Goa,2001,Causing death by negligence,0,0,0,0,1,0,1,0,1
Goa,2001,Other IPC Crimes,0,0,3,0,3,2,6,2,8
Goa,2001,Total IPC Crimes,1,0,29,0,35,2,65,2,67
Goa,2002,Murder,0,0,1,0,0,0,1,0,1
Goa,2002,Attempt to Commit Murder,0,0,0,0,1,0,1,0,1
Goa,2002,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Goa,2002,Rape,0,0,1,0,0,0,1,0,1
Goa,2002,Custodial Rape,0,0,0,0,0,0,0,0,0
Goa,2002,Other Rape,0,0,1,0,0,0,1,0,1
Goa,2002,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
Goa,2002,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
Goa,2002,K & A of others,0,0,0,0,0,0,0,0,0
Goa,2002,Dacoity,0,0,0,0,0,0,0,0,0
Goa,2002,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Goa,2002,Robbery,0,0,0,0,1,0,1,0,1
Goa,2002,Burglary,7,0,14,3,3,0,24,3,27
Goa,2002,Theft,7,0,16,1,1,0,24,1,25
Goa,2002,Auto Theft,0,0,3,0,0,0,3,0,3
Goa,2002,Other Theft,7,0,13,1,1,0,21,1,22
Goa,2002,Riots,0,0,0,0,0,0,0,0,0
Goa,2002,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Goa,2002,Cheating,0,0,0,0,0,0,0,0,0
Goa,2002,Counterfeiting,0,0,0,0,0,0,0,0,0
Goa,2002,Arson,0,0,0,0,0,0,0,0,0
Goa,2002,Hurt/Grevious Hurt,0,0,1,0,2,0,3,0,3
Goa,2002,Dowry Deaths,0,0,0,0,0,0,0,0,0
Goa,2002,Assault on Women wih intent to outrage h,0,0,1,0,1,0,2,0,2
Goa,2002,Insult to Modesty of Women,0,0,0,0,1,0,1,0,1
Goa,2002,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Goa,2002,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Goa,2002,Causing death by negligence,0,0,0,0,0,0,0,0,0
Goa,2002,Other IPC Crimes,1,0,2,0,2,0,5,0,5
Goa,2002,Total IPC Crimes,15,0,36,4,12,0,63,4,67
Goa,2003,Murder,0,0,1,0,3,0,4,0,4
Goa,2003,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
Goa,2003,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Goa,2003,Rape,0,0,0,0,0,0,0,0,0
Goa,2003,Custodial Rape,0,0,0,0,0,0,0,0,0
Goa,2003,Other Rape,0,0,0,0,0,0,0,0,0
Goa,2003,Kidnapping & Abduction,0,0,0,0,1,0,1,0,1
Goa,2003,K & A of Women and Girls,0,0,0,0,1,0,1,0,1
Goa,2003,K & A of others,0,0,0,0,0,0,0,0,0
Goa,2003,Dacoity,0,0,0,0,0,0,0,0,0
Goa,2003,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Goa,2003,Robbery,0,0,0,0,2,0,2,0,2
Goa,2003,Burglary,3,0,23,0,17,0,43,0,43
Goa,2003,Theft,3,1,13,0,7,0,23,1,24
Goa,2003,Auto Theft,0,0,4,0,4,0,8,0,8
Goa,2003,Other Theft,3,1,9,0,3,0,15,1,16
Goa,2003,Riots,0,0,0,0,1,0,1,0,1
Goa,2003,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Goa,2003,Cheating,0,0,0,0,0,0,0,0,0
Goa,2003,Counterfeiting,0,0,0,0,0,0,0,0,0
Goa,2003,Arson,0,0,0,0,0,0,0,0,0
Goa,2003,Hurt/Grevious Hurt,0,0,1,0,1,0,2,0,2
Goa,2003,Dowry Deaths,0,0,0,0,0,0,0,0,0
Goa,2003,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
Goa,2003,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Goa,2003,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Goa,2003,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Goa,2003,Causing death by negligence,0,0,0,0,1,0,1,0,1
Goa,2003,Other IPC Crimes,0,0,2,0,4,0,6,0,6
Goa,2003,Total IPC Crimes,6,1,40,0,37,0,83,1,84
Goa,2004,Murder,0,0,0,0,4,0,4,0,4
Goa,2004,Attempt to Commit Murder,0,0,0,0,2,0,2,0,2
Goa,2004,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Goa,2004,Rape,1,0,0,0,4,0,5,0,5
Goa,2004,Custodial Rape,0,0,0,0,0,0,0,0,0
Goa,2004,Other Rape,1,0,0,0,4,0,5,0,5
Goa,2004,Kidnapping & Abduction,1,0,2,0,0,0,3,0,3
Goa,2004,K & A of Women and Girls,1,0,2,0,0,0,3,0,3
Goa,2004,K & A of others,0,0,0,0,0,0,0,0,0
Goa,2004,Dacoity,0,0,0,0,0,0,0,0,0
Goa,2004,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Goa,2004,Robbery,0,0,0,0,0,0,0,0,0
Goa,2004,Burglary,0,0,8,0,8,0,16,0,16
Goa,2004,Theft,1,0,12,0,6,0,19,0,19
Goa,2004,Auto Theft,0,0,1,0,3,0,4,0,4
Goa,2004,Other Theft,1,0,11,0,3,0,15,0,15
Goa,2004,Riots,0,0,1,0,3,0,4,0,4
Goa,2004,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Goa,2004,Cheating,0,0,0,0,0,0,0,0,0
Goa,2004,Counterfeiting,0,0,0,0,0,0,0,0,0
Goa,2004,Arson,0,0,0,0,0,0,0,0,0
Goa,2004,Hurt/Grevious Hurt,0,0,1,0,2,0,3,0,3
Goa,2004,Dowry Deaths,0,0,0,0,0,0,0,0,0
Goa,2004,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
Goa,2004,Insult to Modesty of Women,0,0,0,0,1,0,1,0,1
Goa,2004,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Goa,2004,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Goa,2004,Causing death by negligence,0,0,0,0,1,0,1,0,1
Goa,2004,Other IPC Crimes,1,0,1,0,3,0,5,0,5
Goa,2004,Total IPC Crimes,4,0,25,0,34,0,63,0,63
Goa,2005,Murder,0,0,0,0,0,0,0,0,0
Goa,2005,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
Goa,2005,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Goa,2005,Rape,0,0,0,0,0,0,0,0,0
Goa,2005,Custodial Rape,0,0,0,0,0,0,0,0,0
Goa,2005,Other Rape,0,0,0,0,0,0,0,0,0
Goa,2005,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
Goa,2005,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
Goa,2005,K & A of others,0,0,0,0,0,0,0,0,0
Goa,2005,Dacoity,0,0,0,0,0,0,0,0,0
Goa,2005,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Goa,2005,Robbery,0,0,1,0,1,0,2,0,2
Goa,2005,Burglary,0,0,14,0,5,0,19,0,19
Goa,2005,Theft,5,1,9,0,12,1,26,2,28
Goa,2005,Auto Theft,0,0,1,0,7,0,8,0,8
Goa,2005,Other Theft,5,1,8,0,5,1,18,2,20
Goa,2005,Riots,0,0,0,0,1,0,1,0,1
Goa,2005,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Goa,2005,Cheating,0,0,0,0,0,0,0,0,0
Goa,2005,Counterfeiting,0,0,0,0,0,0,0,0,0
Goa,2005,Arson,0,0,0,0,0,0,0,0,0
Goa,2005,Hurt/Grevious Hurt,0,0,1,0,1,0,2,0,2
Goa,2005,Dowry Deaths,0,0,0,0,0,0,0,0,0
Goa,2005,Assault on Women wih intent to outrage h,0,0,0,0,1,0,1,0,1
Goa,2005,Insult to Modesty of Women,0,0,0,0,1,0,1,0,1
Goa,2005,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Goa,2005,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Goa,2005,Causing death by negligence,0,0,0,0,0,0,0,0,0
Goa,2005,Other IPC Crimes,1,0,1,0,5,0,7,0,7
Goa,2005,Total IPC Crimes,6,1,26,0,27,1,59,2,61
Goa,2006,Murder,0,0,0,1,0,0,0,1,1
Goa,2006,Attempt to Commit Murder,0,0,1,0,1,0,2,0,2
Goa,2006,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Goa,2006,Rape,0,0,0,0,1,0,1,0,1
Goa,2006,Custodial Rape,0,0,0,0,0,0,0,0,0
Goa,2006,Other Rape,0,0,0,0,1,0,1,0,1
Goa,2006,Kidnapping & Abduction,0,0,0,0,1,0,1,0,1
Goa,2006,K & A of Women and Girls,0,0,0,0,1,0,1,0,1
Goa,2006,K & A of others,0,0,0,0,0,0,0,0,0
Goa,2006,Dacoity,0,0,0,0,0,0,0,0,0
Goa,2006,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Goa,2006,Robbery,0,0,0,0,1,0,1,0,1
Goa,2006,Burglary,6,0,8,0,1,0,15,0,15
Goa,2006,Theft,3,0,10,0,7,1,20,1,21
Goa,2006,Auto Theft,0,0,5,0,4,0,9,0,9
Goa,2006,Other Theft,3,0,5,0,3,1,11,1,12
Goa,2006,Riots,0,0,2,0,1,0,3,0,3
Goa,2006,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Goa,2006,Cheating,0,0,0,0,1,0,1,0,1
Goa,2006,Counterfeiting,0,0,0,0,0,0,0,0,0
Goa,2006,Arson,0,0,0,0,0,0,0,0,0
Goa,2006,Hurt/Grevious Hurt,0,0,1,0,1,0,2,0,2
Goa,2006,Dowry Deaths,0,0,0,0,0,0,0,0,0
Goa,2006,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
Goa,2006,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Goa,2006,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Goa,2006,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Goa,2006,Causing death by negligence,0,0,0,0,0,0,0,0,0
Goa,2006,Other IPC Crimes,5,0,8,1,4,1,17,2,19
Goa,2006,Total IPC Crimes,14,0,30,2,19,2,63,4,67
Goa,2007,Murder,0,0,0,0,0,0,0,0,0
Goa,2007,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
Goa,2007,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Goa,2007,Rape,1,0,0,0,1,0,2,0,2
Goa,2007,Custodial Rape,0,0,0,0,0,0,0,0,0
Goa,2007,Other Rape,1,0,0,0,1,0,2,0,2
Goa,2007,Kidnapping & Abduction,0,0,0,0,1,1,1,1,2
Goa,2007,K & A of Women and Girls,0,0,0,0,1,1,1,1,2
Goa,2007,K & A of others,0,0,0,0,0,0,0,0,0
Goa,2007,Dacoity,0,0,0,0,0,0,0,0,0
Goa,2007,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Goa,2007,Robbery,0,0,0,0,1,0,1,0,1
Goa,2007,Burglary,2,0,14,0,8,0,24,0,24
Goa,2007,Theft,2,0,21,0,9,0,32,0,32
Goa,2007,Auto Theft,0,0,3,0,2,0,5,0,5
Goa,2007,Other Theft,2,0,18,0,7,0,27,0,27
Goa,2007,Riots,0,0,0,0,1,0,1,0,1
Goa,2007,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Goa,2007,Cheating,0,0,0,0,0,0,0,0,0
Goa,2007,Counterfeiting,0,0,0,0,0,0,0,0,0
Goa,2007,Arson,0,0,0,0,1,0,1,0,1
Goa,2007,Hurt/Grevious Hurt,0,0,1,0,0,0,1,0,1
Goa,2007,Dowry Deaths,0,0,0,0,0,0,0,0,0
Goa,2007,Assault on Women wih intent to outrage h,0,0,0,0,1,0,1,0,1
Goa,2007,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Goa,2007,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Goa,2007,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Goa,2007,Causing death by negligence,0,0,0,0,2,0,2,0,2
Goa,2007,Other IPC Crimes,0,0,0,0,9,0,9,0,9
Goa,2007,Total IPC Crimes,5,0,36,0,34,1,75,1,76
Goa,2008,Murder,0,0,0,0,0,1,0,1,1
Goa,2008,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
Goa,2008,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Goa,2008,Rape,0,0,0,0,1,0,1,0,1
Goa,2008,Custodial Rape,0,0,0,0,0,0,0,0,0
Goa,2008,Other Rape,0,0,0,0,1,0,1,0,1
Goa,2008,Kidnapping & Abduction,0,0,0,0,2,0,2,0,2
Goa,2008,K & A of Women and Girls,0,0,0,0,2,0,2,0,2
Goa,2008,K & A of others,0,0,0,0,0,0,0,0,0
Goa,2008,Dacoity,0,0,0,0,2,0,2,0,2
Goa,2008,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Goa,2008,Robbery,0,0,0,0,1,0,1,0,1
Goa,2008,Burglary,0,0,8,0,10,0,18,0,18
Goa,2008,Theft,1,0,2,1,13,0,16,1,17
Goa,2008,Auto Theft,0,0,1,0,6,0,7,0,7
Goa,2008,Other Theft,1,0,1,1,7,0,9,1,10
Goa,2008,Riots,0,0,0,0,8,2,8,2,10
Goa,2008,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Goa,2008,Cheating,1,0,0,0,0,0,1,0,1
Goa,2008,Counterfeiting,0,0,0,0,0,0,0,0,0
Goa,2008,Arson,0,0,0,0,0,0,0,0,0
Goa,2008,Hurt/Grevious Hurt,0,0,0,0,1,0,1,0,1
Goa,2008,Dowry Deaths,0,0,0,0,0,0,0,0,0
Goa,2008,Assault on Women wih intent to outrage h,0,0,1,0,1,0,2,0,2
Goa,2008,Insult to Modesty of Women,0,0,1,0,0,0,1,0,1
Goa,2008,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Goa,2008,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Goa,2008,Causing death by negligence,0,0,0,0,0,0,0,0,0
Goa,2008,Other IPC Crimes,0,0,2,0,7,0,9,0,9
Goa,2008,Total IPC Crimes,2,0,14,1,46,3,62,4,66
Goa,2009,Murder,0,0,0,0,1,4,1,4,5
Goa,2009,Attempt to Commit Murder,0,0,0,0,1,0,1,0,1
Goa,2009,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Goa,2009,Rape,0,0,0,0,3,0,3,0,3
Goa,2009,Custodial Rape,0,0,0,0,0,0,0,0,0
Goa,2009,Other Rape,0,0,0,0,3,0,3,0,3
Goa,2009,Kidnapping & Abduction,0,0,0,0,1,0,1,0,1
Goa,2009,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
Goa,2009,K & A of others,0,0,0,0,1,0,1,0,1
Goa,2009,Dacoity,0,0,0,0,0,0,0,0,0
Goa,2009,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Goa,2009,Robbery,0,0,0,0,1,0,1,0,1
Goa,2009,Burglary,2,1,2,0,18,0,22,1,23
Goa,2009,Theft,0,0,7,0,17,0,24,0,24
Goa,2009,Auto Theft,0,0,4,0,14,0,18,0,18
Goa,2009,Other Theft,0,0,3,0,3,0,6,0,6
Goa,2009,Riots,0,0,0,0,0,0,0,0,0
Goa,2009,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Goa,2009,Cheating,0,0,0,0,0,0,0,0,0
Goa,2009,Counterfeiting,0,0,0,0,0,0,0,0,0
Goa,2009,Arson,0,0,0,0,0,0,0,0,0
Goa,2009,Hurt/Grevious Hurt,0,0,2,0,3,0,5,0,5
Goa,2009,Dowry Deaths,0,0,0,0,0,0,0,0,0
Goa,2009,Assault on Women wih intent to outrage h,0,0,0,0,1,0,1,0,1
Goa,2009,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Goa,2009,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Goa,2009,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Goa,2009,Causing death by negligence,0,0,0,0,0,0,0,0,0
Goa,2009,Other IPC Crimes,0,0,2,0,10,0,12,0,12
Goa,2009,Total IPC Crimes,2,1,13,0,56,4,71,5,76
Goa,2010,Murder,0,0,0,0,0,0,0,0,0
Goa,2010,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
Goa,2010,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Goa,2010,Rape,0,0,1,0,0,0,1,0,1
Goa,2010,Custodial Rape,0,0,0,0,0,0,0,0,0
Goa,2010,Other Rape,0,0,1,0,0,0,1,0,1
Goa,2010,Kidnapping & Abduction,0,0,1,0,0,0,1,0,1
Goa,2010,K & A of Women and Girls,0,0,1,0,0,0,1,0,1
Goa,2010,K & A of others,0,0,0,0,0,0,0,0,0
Goa,2010,Dacoity,0,0,0,0,0,0,0,0,0
Goa,2010,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Goa,2010,Robbery,0,0,0,0,2,0,2,0,2
Goa,2010,Burglary,1,0,8,0,13,0,22,0,22
Goa,2010,Theft,0,2,12,0,12,2,24,4,28
Goa,2010,Auto Theft,0,0,9,0,8,0,17,0,17
Goa,2010,Other Theft,0,2,3,0,4,2,7,4,11
Goa,2010,Riots,0,0,0,0,4,0,4,0,4
Goa,2010,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Goa,2010,Cheating,0,0,0,0,0,0,0,0,0
Goa,2010,Counterfeiting,0,0,0,0,0,0,0,0,0
Goa,2010,Arson,0,0,0,0,0,0,0,0,0
Goa,2010,Hurt/Grevious Hurt,0,0,0,0,1,0,1,0,1
Goa,2010,Dowry Deaths,0,0,0,0,0,0,0,0,0
Goa,2010,Assault on Women wih intent to outrage h,0,0,1,0,1,0,2,0,2
Goa,2010,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Goa,2010,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Goa,2010,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Goa,2010,Causing death by negligence,0,0,0,0,2,0,2,0,2
Goa,2010,Other IPC Crimes,0,0,2,0,9,2,11,2,13
Goa,2010,Total IPC Crimes,1,2,25,0,44,4,70,6,76
Goa,2011,Murder,0,0,0,0,3,1,3,1,4
Goa,2011,Attempt to Commit Murder,0,0,2,0,5,0,7,0,7
Goa,2011,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
Goa,2011,Rape,0,0,1,0,2,0,3,0,3
Goa,2011,Custodial Rape,0,0,0,0,0,0,0,0,0
Goa,2011,Other Rape,0,0,1,0,2,0,3,0,3
Goa,2011,Kidnapping & Abduction,0,0,0,0,0,1,0,1,1
Goa,2011,K & A of Women and Girls,0,0,0,0,0,1,0,1,1
Goa,2011,K & A of others,0,0,0,0,0,0,0,0,0
Goa,2011,Dacoity,0,0,0,0,0,0,0,0,0
